INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION,TUITIONFEE_IN,TUITIONFEE_OUT
Allegheny College,Meadville,PA,16335-3902,41.64869,-80.147168,0.6653,2,54960.0,54960.0
DeSales University,Center Valley,PA,18034-9568,40.539091,-75.375608,0.7102,2,44800.0,44800.0
Alvernia University,Reading,PA,19607-1799,40.310028,-75.936754,0.5849,2,42810.0,42810.0
Clarks Summit University,Clarks Summit,PA,18411-1250,41.495062,-75.685472,0.5417,2,32400.0,32400.0
Arcadia University,Glenside,PA,19038-3295,40.092606,-75.163876,0.6401,2,48290.0,48290.0
Bryn Mawr College,Bryn Mawr,PA,19010,40.02736,-75.313223,0.8559,2,62560.0,62560.0
Bucknell University,Lewisburg,PA,17837,40.954317,-76.882616,0.8623,2,64772.0,64772.0
Cabrini University,Radnor,PA,19087-3698,40.056355,-75.375263,0.5052,2,35815.0,35815.0
Carlow University,Pittsburgh,PA,15213-3165,40.439293,-79.963448,0.5519,2,34502.0,34502.0
Carnegie Mellon University,Pittsburgh,PA,15213-3890,40.44357,-79.941993,0.9252,2,63829.0,63829.0
Cedar Crest College,Allentown,PA,18104-6196,40.586318,-75.519221,0.5822,2,44934.0,44934.0
Central Penn College,Summerdale,PA,17093-0309,40.3049,-76.934461,0.3889,2,19404.0,19404.0
Chatham University,Pittsburgh,PA,15232,40.448432,-79.926083,0.662,2,43810.0,43810.0
Chestnut Hill College,Philadelphia,PA,19118-2693,40.08678,-75.228742,0.561,2,39410.0,39410.0
Cheyney University of Pennsylvania,Cheyney,PA,19319-0200,39.932274,-75.529262,0.1616,2,10904.0,18870.0
Curtis Institute of Music,Philadelphia,PA,19103,39.948857,-75.170727,0.9474,2,6000.0,6000.0
Delaware Valley University,Doylestown,PA,18901-2697,40.298659,-75.158452,0.522,2,43300.0,43300.0
Dickinson College,Carlisle,PA,17013-2896,40.202796,-77.197854,0.8342,2,63475.0,63475.0
Drexel University,Philadelphia,PA,19104,39.955217,-75.190051,0.7712,2,60663.0,60663.0
Duquesne University,Pittsburgh,PA,15282,40.43589,-79.993123,0.7555,2,47146.0,47146.0
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,18301-2999,40.99599,-75.173905,0.4383,2,11036.0,19002.0
Eastern University,Saint Davids,PA,19087-3696,40.050448,-75.370316,0.5596,2,37420.0,37420.0
Elizabethtown College,Elizabethtown,PA,17022-2298,40.149236,-76.593224,0.7707,2,36842.0,36842.0
Franklin and Marshall College,Lancaster,PA,17604-3003,40.048045,-76.319037,0.8602,2,68380.0,68380.0
Gannon University,Erie,PA,16541-0001,42.128403,-80.087166,0.6954,2,37951.0,37951.0
Geneva College,Beaver Falls,PA,15010-3599,40.772518,-80.321826,0.6146,2,33610.0,33610.0
Gettysburg College,Gettysburg,PA,17325,39.836597,-77.236792,0.8273,2,64230.0,64230.0
Grove City College,Grove City,PA,16127-2104,41.1558,-80.081481,0.7972,2,20890.0,20890.0
Gwynedd Mercy University,Gwynedd Valley,PA,19437-0901,40.19774,-75.237224,0.5849,2,38310.0,38310.0
Haverford College,Haverford,PA,19041-1392,40.007452,-75.305207,0.894,2,68300.0,68300.0
Holy Family University,Philadelphia,PA,19114-2009,40.060581,-74.986451,0.6039,2,33968.0,33968.0
Immaculata University,Immaculata,PA,19345,40.027981,-75.570711,0.6447,2,28550.0,28550.0
Indiana University of Pennsylvania-Main Campus,Indiana,PA,15705-1098,40.617531,-79.159332,0.5239,2,11380.0,16297.0
Juniata College,Huntingdon,PA,16652-2196,40.500523,-78.017292,0.6891,2,56402.0,56402.0
Keystone College,La Plume,PA,18440-0200,41.558969,-75.777456,0.4116,2,17850.0,17850.0
King's College,Wilkes-Barre,PA,18711-0801,41.250097,-75.879822,0.601,2,42600.0,42600.0
Kutztown University of Pennsylvania,Kutztown,PA,19530-0730,40.513561,-75.783933,0.5411,2,11230.0,16434.0
La Roche University,Pittsburgh,PA,15237-5898,40.568615,-80.014851,0.5766,2,33120.0,33120.0
La Salle University,Philadelphia,PA,19141-1199,40.037979,-75.153061,0.579,2,35570.0,35570.0
Lackawanna College,Scranton,PA,18509-3206,41.411556,-75.658963,0.3773,2,17950.0,17950.0
Lafayette College,Easton,PA,18042-1768,40.69956,-75.209786,0.8805,2,62574.0,62574.0
Lancaster Bible College,Lancaster,PA,17601-5036,40.075347,-76.287761,0.7143,2,29990.0,29990.0
Lebanon Valley College,Annville,PA,17003-1400,40.330604,-76.514431,0.7251,2,50320.0,50320.0
Lehigh University,Bethlehem,PA,18015,40.606822,-75.380236,0.8921,2,62180.0,62180.0
Lincoln University,Lincoln University,PA,19352-0999,39.807723,-75.926458,0.5212,2,12512.0,19384.0
Lycoming College,Williamsport,PA,17701-5192,41.24666,-77.0,0.5957,2,47675.0,47675.0
Manor College,Jenkintown,PA,19046-3399,40.08714,-75.104786,0.2442,2,19964.0,19964.0
Marywood University,Scranton,PA,18509-1598,41.434587,-75.634142,0.7252,2,39570.0,39570.0
Mercyhurst University,Erie,PA,16546,42.10578,-80.053412,0.5873,2,44510.0,44510.0
Messiah University,Mechanicsburg,PA,17055,40.156579,-76.988269,0.785,2,40640.0,40640.0
Millersville University of Pennsylvania,Millersville,PA,17551-0302,40.000337,-76.357381,0.544,2,12262.0,16232.0
Misericordia University,Dallas,PA,18612-1098,41.345277,-75.971541,0.692,2,38370.0,38370.0
Moore College of Art and Design,Philadelphia,PA,19103-1179,39.957078,-75.172105,0.6344,2,50279.0,50279.0
Moravian University,Bethlehem,PA,18018-6650,40.630947,-75.383638,0.7107,2,52000.0,52000.0
Mount Aloysius College,Cresson,PA,16630-1999,40.459679,-78.600898,0.5556,2,26156.0,26156.0
Muhlenberg College,Allentown,PA,18104,40.596416,-75.508502,0.8025,2,60240.0,60240.0
Neumann University,Aston,PA,19014-1298,39.874876,-75.440022,0.4611,2,37300.0,37300.0
Pennsylvania Institute of Technology,Media,PA,19063-4098,39.908335,-75.38893,0.3258,2,14445.0,14445.0
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,16563-0001,42.119417,-79.983818,0.457,2,15944.0,26668.0
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,15068-1765,40.551056,-79.697461,0.2443,2,14380.0,23872.0
Pennsylvania State University-Penn State Shenango,Sharon,PA,16146-1537,41.235131,-80.50924,0.2295,2,14002.0,23310.0
Pennsylvania State University-Penn State Wilkes-Barre,Dallas,PA,18627-0217,41.305602,-76.016151,0.1667,2,14258.0,23750.0
Pennsylvania State University-Penn State Scranton,Dunmore,PA,18512-1602,41.439843,-75.621401,0.3189,2,15180.0,25118.0
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,18034-8447,40.559201,-75.40267,0.1736,2,15180.0,25118.0
Pennsylvania State University-Penn State Altoona,Altoona,PA,16601-3777,40.541759,-78.409601,0.1784,2,15944.0,26668.0
Pennsylvania State University-Penn State Beaver,Monaca,PA,15061-2764,40.678271,-80.296316,0.212,2,14380.0,23872.0
Pennsylvania State University-Penn State Berks,Reading,PA,19610-1016,40.358839,-75.97329,0.2441,2,15944.0,26668.0
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,17057-4846,40.204253,-76.741216,0.2926,2,15944.0,26668.0
Pennsylvania State University-Penn State Brandywine,Media,PA,19063-5522,39.927123,-75.449704,0.2133,2,15180.0,25118.0
Pennsylvania State University-Penn State DuBois,DuBois,PA,15801-2549,41.127184,-78.751554,0.2901,2,14380.0,23872.0
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,15456-1025,39.946455,-79.659317,0.3352,2,14380.0,23872.0
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,40.98396,-76.030975,0.1791,2,15180.0,25118.0
Pennsylvania State University-Main Campus,University Park,PA,16802-1503,40.7965,-77.862848,0.8568,2,20234.0,40188.0
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,40.345591,-79.827428,0.2743,2,14380.0,23872.0
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,39.842212,-77.541797,0.2512,2,14380.0,23872.0
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,40.117101,-75.110724,0.2222,2,15240.0,25388.0
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,40.640512,-76.166374,0.2069,2,15180.0,25118.0
Pennsylvania State University-Penn State York,York,PA,17403-3326,39.95283,-76.703486,0.1143,2,15180.0,25118.0
Peirce College,Philadelphia,PA,19103-5443,39.949623,-75.168105,0.0526,2,15060.0,15060.0
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,39.955692,-75.163456,0.6757,2,44600.0,44600.0
Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,40.041152,-76.308769,0.6377,2,31370.0,31370.0
University of Pennsylvania,Philadelphia,PA,19104-6303,39.950929,-75.19391,0.9681,2,66104.0,66104.0
University of the Arts,Philadelphia,PA,19102-4901,39.946017,-75.165888,0.6919,2,54290.0,54290.0
Cairn University-Langhorne,Langhorne,PA,19047-2990,40.165809,-74.909509,0.6516,2,32625.0,32625.0
University of Pittsburgh-Bradford,Bradford,PA,16701,41.943415,-78.673701,0.4344,2,14620.0,26494.0
University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,40.276447,-79.532676,0.3963,2,14630.0,26504.0
University of Pittsburgh-Johnstown,Johnstown,PA,15904,40.265957,-78.834163,0.5345,2,14646.0,26520.0
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,40.444388,-79.953254,0.8434,2,21524.0,39890.0
Pittsburgh Technical College,Oakdale,PA,15071,40.424679,-80.189404,0.5309,2,18980.0,18980.0
Point Park University,Pittsburgh,PA,15222-1984,40.438768,-80.002061,0.5956,2,38160.0,38160.0
Walnut Hill College,Philadelphia,PA,19104,39.955098,-75.20749,0.6,2,23550.0,23550.0
Robert Morris University,Moon Township,PA,15108-1189,40.520415,-80.210468,0.6555,2,34940.0,34940.0
Rosemont College,Rosemont,PA,19010-1699,40.033417,-75.32925,0.4348,2,22171.0,22171.0
Saint Francis University,Loretto,PA,15940,40.506734,-78.63904,0.7275,2,41720.0,41720.0
Saint Joseph's University,Philadelphia,PA,19131-1395,39.994442,-75.238343,0.7983,2,51340.0,51340.0
Saint Vincent College,Latrobe,PA,15650-2690,40.29265,-79.403762,0.7215,2,41100.0,41100.0
University of Scranton,Scranton,PA,18510-4699,41.406556,-75.656915,0.808,2,52309.0,52309.0
Seton Hill University,Greensburg,PA,15601,40.309407,-79.557433,0.7099,2,41414.0,41414.0
Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,40.057933,-77.522335,0.5161,2,13544.0,15798.0
Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,41.062719,-80.045965,0.6591,2,10507.0,14615.0
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,39.99133,-75.255675,0.4444,2,25023.0,25023.0
Susquehanna University,Selinsgrove,PA,17870-1025,40.797502,-76.875329,0.7409,2,57400.0,57400.0
Swarthmore College,Swarthmore,PA,19081,39.905159,-75.354278,0.9413,2,62412.0,62412.0
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131,39.989249,-75.247964,0.8158,2,10869.0,10869.0
Temple University,Philadelphia,PA,19122-6096,39.980546,-75.156859,0.7468,2,22082.0,37462.0
Thiel College,Greenville,PA,16125-2181,41.41354,-80.384383,0.4355,2,36864.0,36864.0
Thomas Jefferson University,Philadelphia,PA,19107,39.948274,-75.158266,0.6819,2,45683.0,45683.0
Ursinus College,Collegeville,PA,19426-1000,40.193023,-75.456505,0.7662,2,59196.0,59196.0
University of Valley Forge,Phoenixville,PA,19460-2373,40.117835,-75.5469,0.5612,2,24510.0,24510.0
Villanova University,Villanova,PA,19085-1699,40.036463,-75.340502,0.9241,2,64701.0,64701.0
Washington & Jefferson College,Washington,PA,15301,40.170622,-80.24049,0.7139,2,28185.0,28185.0
Waynesburg University,Waynesburg,PA,15370-1257,39.899871,-80.186205,0.605,2,29460.0,29460.0
West Chester University of Pennsylvania,West Chester,PA,19383,39.953398,-75.59812,0.698,2,10687.0,22511.0
Westminster College,New Wilmington,PA,16172,41.119272,-80.331017,0.6586,2,39470.0,39470.0
Widener University,Chester,PA,19013-5792,39.861689,-75.355363,0.6351,2,53638.0,53638.0
Wilkes University,Wilkes-Barre,PA,18766,41.244199,-75.890262,0.6034,2,42286.0,42286.0
Wilson College,Chambersburg,PA,17201-1285,39.949659,-77.650712,0.5183,2,27000.0,27000.0
Yeshivath Beth Moshe,Scranton,PA,18505-2196,41.394852,-75.656191,0.75,2,10400.0,10400.0
York College of Pennsylvania,York,PA,17403-3651,39.94614,-76.727984,0.5974,2,24606.0,24606.0
Brown University,Providence,RI,02912,41.82617,-71.40385,0.9595,1,68230.0,68230.0
Bryant University,Smithfield,RI,02917-1291,41.920092,-71.539547,0.8061,1,51169.0,51169.0
Johnson & Wales University-Providence,Providence,RI,02903-3703,41.819956,-71.41277,0.5488,1,40408.0,40408.0
New England Institute of Technology,East Greenwich,RI,02818-1205,41.661783,-71.502892,0.5747,1,35625.0,35625.0
Providence College,Providence,RI,02918-0001,41.842742,-71.437446,0.8785,1,60848.0,60848.0
Rhode Island College,Providence,RI,02908,41.842415,-71.46556,0.4618,1,10986.0,26519.0
University of Rhode Island,Kingston,RI,02881,41.484691,-71.527356,0.7103,1,16408.0,35804.0
Rhode Island School of Design,Providence,RI,02903-2784,41.827114,-71.409309,0.8847,1,59760.0,59760.0
Roger Williams University,Bristol,RI,02809-2921,41.650214,-71.260374,0.6661,1,42666.0,42666.0
Salve Regina University,Newport,RI,02840-4192,41.471545,-71.30124,0.7492,1,47930.0,47930.0
Northpoint Bible College,Haverhill,MA,01835,42.765357,-71.079335,0.5085,1,14160.0,14160.0
Allen University,Columbia,SC,29204,34.010348,-81.020045,0.1323,5,14304.0,14304.0
Anderson University,Anderson,SC,29621-4035,34.5152,-82.640358,0.7099,5,33580.0,33580.0
Charleston Southern University,Charleston,SC,29406-9121,32.983047,-80.072587,0.4858,5,31030.0,31030.0
Benedict College,Columbia,SC,29204-1086,34.012941,-81.020403,0.2115,5,18000.0,18000.0
Bob Jones University,Greenville,SC,29614-0001,34.874016,-82.365838,0.6961,5,23400.0,23400.0
Southern Wesleyan University,Central,SC,29630-1020,34.728068,-82.761586,0.5202,5,27870.0,27870.0
College of Charleston,Charleston,SC,29424-0001,32.784225,-79.939794,0.6498,5,12978.0,36858.0
Citadel Military College of South Carolina,Charleston,SC,29409,32.797183,-79.958775,0.7282,5,12570.0,37370.0
Claflin University,Orangeburg,SC,29115-4498,33.498444,-80.854319,0.4913,5,17046.0,17046.0
Clemson University,Clemson,SC,29634,34.679381,-82.835114,0.879,5,15554.0,39498.0
Clinton College,Rock Hill,SC,29730,34.913721,-81.043469,0.1111,5,10516.0,10516.0
Coker University,Hartsville,SC,29550,34.37696,-80.070416,0.3462,5,31854.0,31854.0
Columbia International University,Columbia,SC,29203-1513,34.07551,-81.07443,0.6552,5,27900.0,27900.0
Columbia College,Columbia,SC,29203,34.045581,-81.029967,0.5346,5,21450.0,21450.0
Converse University,Spartanburg,SC,29302-0006,34.955534,-81.917881,0.471,5,23096.0,23096.0
Erskine College,Due West,SC,29639,34.332087,-82.39095,0.4859,5,36710.0,36710.0
Francis Marion University,Florence,SC,29506,34.189777,-79.652854,0.4273,5,11160.0,21544.0
Furman University,Greenville,SC,29613-6162,34.924676,-82.440458,0.8149,5,58312.0,58312.0
Greenville Technical College,Greenville,SC,29606,34.826212,-82.371178,0.1759,5,5639.0,10657.0
Lander University,Greenwood,SC,29649-2099,34.199892,-82.164736,0.4876,5,11700.0,21300.0
Limestone University,Gaffney,SC,29340-3799,35.057076,-81.649161,0.2757,5,27500.0,27500.0
Morris College,Sumter,SC,29150-3599,33.938574,-80.346155,0.2043,5,16224.0,16224.0
Newberry College,Newberry,SC,29108,34.285868,-81.619777,0.4438,5,30050.0,30050.0
North Greenville University,Tigerville,SC,29688-1892,35.069758,-82.37026,0.5491,5,24650.0,24650.0
Presbyterian College,Clinton,SC,29325,34.465834,-81.87448,0.619,5,43300.0,43300.0
University of South Carolina Aiken,Aiken,SC,29801,33.572704,-81.767612,0.4011,5,10760.0,21218.0
University of South Carolina Beaufort,Bluffton,SC,29909,32.303308,-80.973595,0.3859,5,10730.0,21776.0
University of South Carolina-Columbia,Columbia,SC,29208,33.996788,-81.026935,0.7775,5,12688.0,34934.0
Coastal Carolina University,Conway,SC,29526,33.794995,-79.011767,0.5084,5,11640.0,29628.0
South Carolina State University,Orangeburg,SC,29117-0001,33.497968,-80.848722,0.2941,5,11060.0,21750.0
University of South Carolina-Upstate,Spartanburg,SC,29303-4999,34.996403,-81.970583,0.4242,5,11583.0,22545.0
Spartanburg Methodist College,Spartanburg,SC,29301-5899,34.955117,-81.970863,0.3833,5,19350.0,19350.0
Voorhees University,Denmark,SC,29042,33.307199,-81.127863,0.3779,5,12630.0,12630.0
Winthrop University,Rock Hill,SC,29733,34.941515,-81.031404,0.6122,5,15956.0,30286.0
Wofford College,Spartanburg,SC,29303-3663,34.959411,-81.933568,0.8075,5,54100.0,54100.0
Augustana University,Sioux Falls,SD,57197-0001,43.525148,-96.736975,0.7563,4,39190.0,39190.0
Black Hills State University,Spearfish,SD,57799-9500,44.494889,-103.870966,0.3858,4,9000.0,12100.0
Dakota State University,Madison,SD,57042-1799,44.013014,-97.113358,0.493,4,9633.0,12735.0
Dakota Wesleyan University,Mitchell,SD,57301-4398,43.697432,-98.031188,0.4643,4,32890.0,32890.0
Mount Marty University,Yankton,SD,57078-3724,42.874475,-97.409904,0.6055,4,33100.0,33100.0
National American University-Rapid City,Rapid City,SD,57701-2823,44.03152,-103.250223,0.6,4,16065.0,16065.0
Northern State University,Aberdeen,SD,57401-7198,45.450829,-98.484728,0.5224,4,8845.0,11947.0
Oglala Lakota College,Kyle,SD,57752-0490,43.366813,-102.240331,0.1146,4,2684.0,2684.0
South Dakota School of Mines and Technology,Rapid City,SD,57701-3995,44.075439,-103.205753,0.5817,4,10400.0,14800.0
South Dakota State University,Brookings,SD,57007-1898,44.317485,-96.782139,0.5964,4,9299.0,12809.0
Sinte Gleska University,Mission,SD,57555-0105,43.298878,-100.622549,0.0,4,4714.0,4714.0
University of Sioux Falls,Sioux Falls,SD,57105-1699,43.531574,-96.738229,0.6051,4,20740.0,20740.0
Sisseton Wahpeton College,Sisseton,SD,57262,45.562731,-97.060835,0.1296,4,4330.0,4330.0
University of South Dakota,Vermillion,SD,57069-2390,42.786019,-96.925283,0.6143,4,9432.0,12942.0
American Baptist College,Nashville,TN,37207-9980,36.202623,-86.789912,0.3333,5,12474.0,12474.0
Austin Peay State University,Clarksville,TN,37044,36.533319,-87.354081,0.445,5,8675.0,14219.0
Baptist Health Sciences University,Memphis,TN,38104,35.138415,-90.027501,0.5375,5,13846.0,13846.0
Belmont University,Nashville,TN,37212-3757,36.135589,-86.794807,0.717,5,41320.0,41320.0
Bethel University,McKenzie,TN,38201,36.137848,-88.516762,0.349,5,18168.0,18168.0
Bryan College-Dayton,Dayton,TN,37321,35.497209,-84.999552,0.5593,5,18900.0,18900.0
Carson-Newman University,Jefferson City,TN,37760,36.122934,-83.491709,0.4645,5,34700.0,34700.0
Christian Brothers University,Memphis,TN,38104,35.127437,-89.983241,0.5599,5,37300.0,37300.0
Cumberland University,Lebanon,TN,37087,36.204514,-86.298782,0.4698,5,27840.0,27840.0
Lipscomb University,Nashville,TN,37204-3951,36.106253,-86.799791,0.687,5,38824.0,38824.0
East Tennessee State University,Johnson City,TN,37614,36.301643,-82.366954,0.4988,5,9950.0,13790.0
Fisk University,Nashville,TN,37208-4501,36.167087,-86.804805,0.4351,5,24298.0,24298.0
Welch College,Gallatin,TN,37066-8460,36.36719,-86.549153,0.6143,5,20796.0,20796.0
Freed-Hardeman University,Henderson,TN,38340-2399,35.440611,-88.637964,0.6837,5,25000.0,25000.0
Johnson University,Knoxville,TN,37998,35.937193,-83.750273,0.6216,5,20318.0,20318.0
King University,Bristol,TN,37620-2699,36.585309,-82.159421,0.4643,5,34800.0,34800.0
South College,Knoxville,TN,37909-0000,35.958283,-83.97362,0.367,5,17935.0,17935.0
Lane College,Jackson,TN,38301-4598,35.627378,-88.806535,0.1703,5,11790.0,11790.0
Le Moyne-Owen College,Memphis,TN,38126-6595,35.118641,-90.034101,0.247,5,12076.0,12076.0
Lee University,Cleveland,TN,37311,35.166019,-84.871399,0.6067,5,22690.0,22690.0
Lincoln Memorial University,Harrogate,TN,37752-8231,36.578508,-83.660198,0.5392,5,26150.0,26150.0
The University of Tennessee Southern,Pulaski,TN,38478-2799,35.201019,-87.035661,0.3566,5,10506.0,10506.0
Maryville College,Maryville,TN,37804-5907,35.751505,-83.964223,0.4718,5,38514.0,38514.0
University of Memphis,Memphis,TN,38152,35.118878,-89.938068,0.4942,5,10344.0,14784.0
Middle Tennessee State University,Murfreesboro,TN,37132,35.848005,-86.360618,0.54,5,9506.0,29042.0
Rhodes College,Memphis,TN,38112-1690,35.154405,-89.990803,0.8164,5,54892.0,54892.0
The University of the South,Sewanee,TN,37383-1000,35.204719,-85.920179,0.8237,5,53698.0,53698.0
