INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION
Baptist University of the Americas,San Antonio,TX,78224-1443,29.342919,-98.541223,0.2727,6
Beis Medrash Heichal Dovid,Far Rockaway,NY,11691-4433,40.596845,-73.751633,0.1765,2
Charlotte Christian College and Theological Seminary,Charlotte,NC,28227-9446,35.159664,-80.737194,0.0,5
Nightingale College,Salt Lake City,UT,84111,40.767465,-111.887917,0.45,7
American InterContinental University System,Chandler,AZ,85286,33.278816,-111.804036,0.212,6
American InterContinental University-Houston,Houston,TX,77042,29.728216,-95.548302,0.4545,6
University of California-Merced,Merced,CA,95343-5603,37.366237,-120.424944,0.6915,8
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,65248-1198,39.150497,-92.685253,0.0,4
Neumont College of Computer Science,Salt Lake City,UT,84111-1917,40.766096,-111.890573,0.5655,7
Johnson & Wales University-Charlotte,Charlotte,NC,28202,35.233502,-80.851208,0.5211,5
Ave Maria University,Ave Maria,FL,34142-9505,26.335983,-81.438945,0.5548,5
ATA Career Education,Spring Hill,FL,34606,28.452699,-82.595376,0.6296,5
Ecclesia College,Springdale,AR,72762,36.2141,-94.236643,0.3654,5
Los Angeles College of Music,Pasadena,CA,91105,34.139293,-118.150113,0.4737,8
SAE Institute of Technology-Nashville,Nashville,TN,37203,36.15039,-86.790448,0.4575,5
Stanbridge University,Irvine,CA,92612,33.678879,-117.857636,0.7719,8
Uta Mesivta of Kiryas Joel,Monroe,NY,10950,41.333864,-74.161179,0.7841,2
Harrisburg University of Science and Technology,Harrisburg,PA,17101-2208,40.26193,-76.880261,0.4337,2
Daytona College,Ormond Beach,FL,32174-8445,29.270088,-81.080155,0.7222,5
Joyce University of Nursing and Health Sciences,Draper,UT,84020-6545,40.527932,-111.892792,0.4706,7
Eagle Gate College-Layton,Layton,UT,84041,41.073374,-111.973885,0.68,7
Georgia Gwinnett College,Lawrenceville,GA,30043,33.979409,-84.00459,0.198,5
California Career College,Canoga Park,CA,91303-2006,34.197566,-118.601794,1.0,8
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,34946,27.48718,-80.367303,0.5833,5
SUM Bible College and Theological Seminary,El Dorado Hills,CA,95762,38.620833,-121.054758,0.4615,8
Strayer University-Florida,Tampa,FL,33610,27.997442,-82.35991,0.0,5
Dewey University-Juana Diaz,Juana Diaz,PR,00910,18.057023,-66.509285,0.7083,9
American Public University System,Charles Town,WV,25414,39.287826,-77.860121,0.5323,5
Huntsville Bible College,Huntsville,AL,35811,34.750363,-86.594888,0.0,5
Gnomon,Hollywood,CA,90038,34.089501,-118.329083,0.6667,8
Bais Medrash Toras Chesed,Lakewood,NJ,08701,40.099704,-74.21127,0.3214,2
Visible Music College,Memphis,TN,38103,35.144586,-90.049381,0.4828,5
University of the West,Rosemead,CA,91770,34.045985,-118.082964,0.3111,8
South University-Tampa,Tampa,FL,33614-7095,27.982269,-82.500357,0.0455,5
Rasmussen University-Wisconsin,Green Bay,WI,54303-2349,44.526244,-88.080783,0.625,3
Columbia Southern University,Orange Beach,AL,36561-9000,30.329288,-87.653162,0.3722,5
Miami Regional University,Miami Springs,FL,33166,25.810667,-80.267007,0.2083,5
Yeshivas Be'er Yitzchok,Elizabeth,NJ,07208,40.682465,-74.213255,0.1429,2
Yeshiva Toras Chaim,Lakewood,NJ,08701,40.098692,-74.182143,0.2698,2
Talmudical Seminary of Bobov,Brooklyn,NY,11219,40.634485,-73.995378,0.4304,2
Southwest University at El Paso,El Paso,TX,79925,31.788346,-106.413158,0.6565,6
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,53226,43.043215,-88.050983,0.2349,3
Remington College-Shreveport Campus,Shreveport,LA,71118,32.403166,-93.793578,0.2593,5
Patrick Henry College,Purcellville,VA,20132,39.138687,-77.690939,0.6545,5
ATA College-Cincinnati,Cincinnati,OH,45246,39.29671,-84.478867,0.7143,3
Galen College of Nursing-Cincinnati,Cincinnati,OH,45241,39.283693,-84.365946,0.5476,3
Strayer University-North Carolina,Greensboro,NC,27407-2638,36.051694,-79.882713,0.1667,5
Strayer University-New Jersey,Piscataway,NJ,08854,40.554506,-74.474974,0.0,2
Chamberlain University-Illinois,Addison,IL,60101,41.949727,-88.038558,0.5,3
Chamberlain University-Ohio,Columbus,OH,43219,40.054055,-82.912163,0.0,3
Chamberlain University-Arizona,Phoenix,AZ,85021,33.565758,-112.104601,0.6667,6
Laurus College,San Luis Obispo,CA,93401,35.2682,-120.669519,0.3846,8
Cambridge College of Healthcare & Technology,Delray Beach,FL,33484,26.438379,-80.123788,0.56,5
Yeshiva of Machzikai Hadas,Brooklyn,NY,11219-1408,40.636104,-73.990592,0.7121,2
Providence Christian College,Pasadena,CA,91101,34.149327,-118.141062,0.5263,8
Polytechnic University of Puerto Rico-Miami,Miami,FL,33166,25.80915,-80.328482,0.0,5
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,32825,28.55158,-81.253943,0.0833,5
Strayer University-West Virginia,Scott Depot,WV,25560,38.454588,-81.92619,0.5,5
University of Minnesota-Rochester,Rochester,MN,55904,44.022339,-92.463471,0.5691,4
Homestead Schools,Torrance,CA,90505,33.809096,-118.35009,0.9375,8
Chamberlain University-Florida,Jacksonville,FL,32256,30.243517,-81.586421,0.3333,5
Angeles College,Los Angeles,CA,90010,34.061223,-118.29903,0.9714,8
University of Fort Lauderdale,Lauderhill,FL,33313,26.147098,-80.204938,0.75,5
Pacific Rim Christian University,Honolulu,HI,96819-2228,21.328198,-157.888379,0.5238,8
Ascent College,Gainesville,VA,20155,38.805988,-77.624657,0.5,5
West Coast University-Orange County,Anaheim,CA,92802-2905,33.81104,-117.911811,0.6429,8
West Coast University-Ontario,Ontario,CA,91761-7698,34.066591,-117.590035,0.5,8
Strayer University-Georgia,Chamblee,GA,30341,33.870686,-84.267177,0.2308,5
Strayer University-South Carolina,Greenville,SC,29601,34.839766,-82.399535,0.0,5
Strayer University-Texas,Farmers Branch,TX,75234,32.910744,-96.887509,0.5,6
Unitek College,Fremont,CA,94538,37.50904,-121.961761,0.7168,8
Gurnick Academy of Medical Arts,San Jose,CA,95112,37.364294,-121.912991,0.6985,8
South University-Richmond,Glen Allen,VA,23060,37.64706,-77.599967,0.2069,5
South University-Virginia Beach,Virginia Beach,VA,23452,36.8336,-76.124288,0.1364,5
Touro University Worldwide,Los Alamitos,CA,90720,33.808683,-118.057754,0.4231,8
Herzing University-Kenosha,Kenosha,WI,53140,42.582628,-87.820105,0.5,3
Herzing University-Brookfield,Brookfield,WI,53005,43.035738,-88.110994,0.4,3
Texas A&M University-San Antonio,San Antonio,TX,78224,29.304762,-98.52417,0.2937,6
Strayer University-Global Region,Washington,DC,20005,38.904881,-77.034133,0.2,2
Johnson & Wales University-Online,Providence,RI,02903,41.819956,-71.41277,0.0,1
Fairfax University of America,Fairfax,VA,22030-0000,38.84905,-77.347751,0.0,5
Chamberlain University-Virginia,Vienna,VA,22182,38.910459,-77.220505,1.0,5
National Paralegal College,Phoenix,AZ,85014-1561,33.530663,-112.064275,0.3191,6
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,35.05141,-78.939514,0.2222,5
New York Film Academy,Burbank,CA,91505,34.152076,-118.335567,0.709,8
American Medical Sciences Center,Glendale,CA,91204-5108,34.147117,-118.256991,1.0,8
Manna University,Fayetteville,NC,28314-2343,35.058616,-78.961305,0.6923,5
Simmons College of Kentucky,Louisville,KY,40203-3322,38.239519,-85.764811,0.34,5
North American University,Stafford,TX,77477-0000,29.646303,-95.588338,0.2698,6
Keser Torah-Mayan Hatalmud,Lakewood,NJ,08701-2758,40.098369,-74.17029,0.3333,2
Millennia Atlantic University,Doral,FL,33178-2369,25.808134,-80.352717,1.0,5
John Paul the Great Catholic University,Escondido,CA,92025,33.12085,-117.082401,0.6533,8
University of Connecticut-Hartford Campus,Hartford,CT,06103,41.762673,-72.672175,0.6536,1
Ottawa University-Surprise,Surprise,AZ,85374,33.628923,-112.368233,0.2252,6
Chamberlain University-Missouri,St. Louis,MO,63146,38.701907,-90.436283,0.3333,4
Chamberlain University-Texas,Houston,TX,77041,29.838386,-95.560414,0.0,6
Dewey University-Manati,Manati,PR,00674-0000,18.433307,-66.487333,0.7429,9
Los Angeles Pacific University,San Dimas,CA,91773-1741,34.110723,-117.827484,0.325,8
South University-Savannah Online,Savannah,GA,31406,31.999481,-81.105531,0.0506,5
Criswell College,Dallas,TX,75246-1537,32.793513,-96.77669,0.5714,6
Beverly Hills Design Institute,Beverly Hills,CA,90211,34.06463,-118.375621,0.0,8
American Medical Academy,Miami,FL,33186-4830,25.66273,-80.393361,0.7191,5
Chamberlain University-Indiana,Indianapolis,IN,46240,39.91916,-86.111061,1.0,3
Sessions College for Professional Design,Tempe,AZ,85281,33.427133,-111.941123,0.5,6
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,21209-1613,39.379528,-76.674414,0.12,2
Yeshiva Gedolah Zichron Leyma,Union,NJ,07083-3618,40.6992,-74.268351,0.75,2
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,10977,41.138206,-74.029573,0.5304,2
Pennsylvania State University-World Campus,University Park,PA,16802-1503,40.7965,-77.862848,0.3363,2
South University-Austin,Round Rock,TX,78681-2300,30.479474,-97.689972,0.0909,6
Bryant & Stratton College-Online,Orchard Park,NY,14127,42.790174,-78.770363,0.1833,2
Platt College-Riverside,Riverside,CA,92507,33.932923,-117.298365,0.5611,8
Rasmussen University-Kansas,Topeka,KS,66609,38.998726,-95.704151,0.5,4
California Miramar University,San Diego,CA,92108-1739,32.77942,-117.11851,0.0,8
Midwives College of Utah,Salt Lake City,UT,84106,40.71089,-111.857036,0.0,7
Grace Mission University,Fullerton,CA,92833-3860,33.867663,-117.958208,0.0,8
Mid-South Christian College,Memphis,TN,38118-3151,35.064172,-89.911799,0.75,5
Yeshiva Gedolah Kesser Torah,Monsey,NY,10952-2127,41.124819,-74.068553,0.381,2
Yeshiva Yesodei Hatorah,Lakewood,NJ,08701-4946,40.065908,-74.202016,0.0741,2
South University-High Point,High Point,NC,27265-8320,36.040441,-79.963547,0.0,5
Augusta University,Augusta,GA,30912,33.47037,-81.989071,0.4865,5
Middle Georgia State University,Macon,GA,31206,32.808092,-83.732058,0.256,5
Veritas Baptist College,Lawrenceburg,IN,47025,39.093747,-84.848698,0.2857,3
DeVry College of New York,New York,NY,10016,40.747747,-73.983492,0.3333,2
DeVry University-Arizona,Phoenix,AZ,85021,33.565758,-112.104601,0.625,6
DeVry University-California,Ontario,CA,91764,34.068481,-117.5876,0.4286,8
DeVry University-Florida,Orlando,FL,32819,28.456226,-81.456099,0.4,5
DeVry University-Georgia,Decatur,GA,30030,33.775112,-84.297316,0.3636,5
DeVry University-Illinois,Lisle,IL,60532,41.807204,-88.116625,0.3686,3
DeVry University-Nevada,Henderson,NV,89074,36.020266,-115.096601,0.0,8
DeVry University-New Jersey,Iselin,NJ,08830,40.557503,-74.311372,0.3333,2
DeVry University-Ohio,Columbus,OH,43219,40.046679,-82.906219,0.45,3
DeVry University-Texas,Irving,TX,75063,32.934524,-97.012494,0.3333,6
DeVry University-Virginia,Arlington,VA,22202,38.861096,-77.049759,1.0,5
University of North Georgia,Dahlonega,GA,30597,34.530219,-83.985694,0.3685,5
South Georgia State College,Douglas,GA,31533,31.495903,-82.855231,0.2031,5
Florida Polytechnic University,Lakeland,FL,33805-8531,28.150149,-81.845995,0.5302,5
Antioch College,Yellow Springs,OH,45387,39.799806,-83.888077,0.2632,3
Integrity College of Health,Pasadena,CA,91104,34.171252,-118.131722,0.6,8
Washington University of Science and Technology,Vienna,VA,22182-2734,38.915226,-77.227315,0.5455,5
University of Florida-Online,Gainesville,FL,32611,29.649413,-82.339848,0.7766,5
University of Phoenix-Arizona,Phoenix,AZ,85040,33.41128,-112.012761,0.1951,6
University of Phoenix-California,Ontario,CA,91761,34.065748,-117.58377,0.1837,8
University of Phoenix-Nevada,Las Vegas,NV,89135,36.12164,-115.322506,0.0,8
University of Phoenix-Texas,Dallas,TX,75251-2004,32.917551,-96.768673,0.0,6
Minerva University,San Francisco,CA,94103,37.782711,-122.408039,0.8883,8
Rabbinical College Ohr Yisroel,Brooklyn,NY,11236,40.629707,-73.896524,0.5152,2
University of North Texas at Dallas,Dallas,TX,75241,32.659588,-96.803446,0.4379,6
Georgia Military College,Milledgeville,GA,31061,33.07944,-83.224211,0.3294,5
West Coast University-Miami,Doral,FL,33178-2775,25.81071,-80.347651,0.5,5
Lionel University,Carpinteria,CA,93013-2912,34.38768,-119.486417,0.3837,8
California Intercontinental University,Sioux Falls,SD,57103,43.547576,-96.723619,0.1024,4
American College of the Building Arts,Charleston,SC,29403-4223,32.805094,-79.946888,0.64,5
Atlantis University,Miami,FL,33136,25.786495,-80.211287,0.6129,5
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,11223-1933,40.607809,-73.969945,0.5217,2
Yeshiva Ohr Yisrael,Brooklyn,NY,11229-1817,40.61359,-73.944041,0.125,2
Yeshiva Sholom Shachna,Brooklyn,NY,11230,40.6275,-73.973431,0.0606,2
Bethlehem College & Seminary,Minneapolis,MN,55415-1793,44.968872,-93.255399,0.5,4
Beth Medrash Meor Yitzchok,Monsey,NY,10952-4023,41.100906,-74.060843,0.4921,2
San Ignacio University,Doral,FL,33178-2350,25.81067,-80.367975,0.7037,5
Valor Christian College,Canal Winchester,OH,43110,39.891571,-82.829696,0.4146,3
Bethany Global University,Bloomington,MN,55438-2849,44.795501,-93.371754,0.6119,4
United International College,Miramar,FL,33025-3943,25.97989,-80.283123,0.92,5
California Jazz Conservatory,Berkeley,CA,94704-1268,37.871235,-122.268878,0.5,8
Kennesaw State University,Kennesaw,GA,30144,34.038807,-84.583052,0.4806,5
Milligan University,Milligan,TN,37682,36.300147,-82.29407,0.6029,5
Chamberlain University-Nevada,Las Vegas,NV,89144,36.185176,-115.313525,0.0,8
Chamberlain University-New Jersey,North Brunswick,NJ,08902,40.465934,-74.438877,0.0,2
Arizona College of Nursing-Las Vegas,Las Vegas,NV,89113,36.067353,-115.274149,0.75,8
Husson University,Bangor,ME,04401-2929,44.829002,-68.791476,0.5667,1
Northwest University-Center for Online and Extended Education,Kirkland,WA,98033,47.657502,-122.195774,0.3077,8
Yeshiva Zichron Aryeh,Far Rockaway,NY,11691-0000,40.606105,-73.764423,0.0,2
Felbry College,Columbus,OH,43231-2256,40.09578,-82.951066,0.7692,3
Martinsburg College,Martinsburg,WV,25404-6204,39.487035,-77.959662,0.7941,5
Elim Bible Institute and College,Lima,NY,14485-9704,42.909692,-77.615151,0.697,2
Beth Medrash of Asbury Park,Lakewood,NJ,08701-5842,40.043705,-74.210816,0.0,2
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,08701-3623,40.091,-74.197596,0.6957,2
Seattle Film Institute,Seattle,WA,98119-1707,47.64894,-122.377121,0.8889,8
Indiana Wesleyan University-National & Global,Marion,IN,46953,40.510655,-85.677641,0.3722,3
University of Saint Katherine,San Marcos,CA,92069,33.138387,-117.160766,0.4348,8
University of the People,Pasadena,CA,91101,34.146167,-118.138047,0.3674,8
Chamberlain University-North Carolina,Charlotte,NC,28273,35.13766,-80.931971,0.0,5
Chamberlain University-California,Rancho Cordova,CA,95670,38.596193,-121.278258,0.0,8
Purdue University Global,West Lafayette,IN,47906,40.45655,-86.928449,0.4762,3
Carolina University,Winston-Salem,NC,27101,36.087962,-80.250153,0.2923,5
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,90670-5611,33.88856,-118.047065,0.8,8
HCI College,West Palm Beach,FL,33409-1042,26.702663,-80.085147,1.0,5
America Evangelical University,Gardena,CA,90247-4432,33.883102,-118.295931,1.0,8
Westcliff University,Irvine,CA,92614,33.685537,-117.847973,0.5978,8
Bolivar Technical College,Bolivar,MO,65613-8095,37.623766,-93.421572,0.0,4
Reformed University,Lawrenceville,GA,30043-5604,33.971966,-84.07814,0.5,5
Yeshiva Shaar Ephraim,Monsey,NY,10952-2732,41.116935,-74.060858,0.0811,2
California Institute of Arts & Technology,San Diego,CA,92108-3822,32.770776,-117.134199,0.6986,8
Yeshiva Bais Aharon,Lakewood,NJ,08701-2053,40.101002,-74.203094,0.0,2
Yeshiva Ohr Naftoli,New Windsor,NY,12553-8006,41.456984,-74.046291,0.2727,2
Bais Medrash Mayan Hatorah,Lakewood,NJ,08701,40.107414,-74.204332,0.65,2
Purdue University Northwest,Hammond,IN,46323,41.584324,-87.474236,0.4402,3
Platt College-Anaheim,Anaheim,CA,92806-5949,33.809417,-117.878211,0.6182,8
Yeshiva Kollel Tifereth Elizer,Brooklyn,NY,11219,40.637096,-73.992171,0.8571,2
Union Bible College,Westfield,IN,46074-0900,40.038757,-86.126025,0.3636,3
Yeshiva Gedolah Tiferes Boruch,North Plainfield,NJ,07060-0000,40.619593,-74.4346,0.0,2
Yeshiva Chemdas Hatorah,Lakewood,NJ,08701-4618,40.063509,-74.229304,0.7059,2
Women's Institute of Torah Seminary and College,Baltimore,MD,21215-3009,39.361349,-76.699496,1.0,2
Yeshiva Gedolah Keren Hatorah,Lakewood,NJ,08701-1239,40.109281,-74.184418,0.6829,2
Yeshiva Gedolah of Cliffwood,Keyport,NJ,07735-5105,40.442213,-74.224235,0.1053,2
Yeshivas Emek Hatorah,Howell,NJ,07731-2444,40.112501,-74.232083,0.0435,2
Yeshiva Gedola Tiferes Yerachmiel,Lakewood,NJ,08701-0000,40.1037,-74.194376,0.8824,2
EDP University of Puerto Rico-Villalba,Villalba,PR,00766-2353,18.109811,-66.505648,0.3636,9
Drury University-College of Continuing Professional Studies,Springfield,MO,65802,37.219681,-93.286192,0.3208,4
Yeshiva of Ocean,Greenfield Park,NY,12435-5308,41.732961,-74.501698,0.6667,2
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,NY,11219-5440,40.624233,-73.994778,0.1228,2
Yeshivat Hechal Shemuel,Brooklyn,NY,11229-0000,40.610906,-73.955944,0.8,2
Yeshiva Gedolah of Woodlake Village,Lakewood,NJ,08701-0000,40.099738,-74.169645,0.5,2
Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,NJ,08701-5502,40.056542,-74.223022,0.8333,2
Faith Theological Seminary and Christian College,Tampa,FL,33615,28.018844,-82.582376,0.9333,5
The Southwestern Baptist Theological Seminary,Fort Worth,TX,76115,32.681685,-97.348233,0.3556,6
Christ Mission College,San Antonio,TX,78254-1000,29.543412,-98.70699,0.0,6
Urshan College,Wentzville,MO,63385,38.808034,-90.830252,0.55,4
Yeshiva Yesoda Hatorah Vetz Chaim,Brooklyn,NY,11211-7106,40.706959,-73.961026,0.3462,2
Ponce Health Sciences University-East,Ponce,PR,00731-0000,18.0083,-66.589688,0.7778,9
Bais Medrash of Dexter Park,Chestnut Ridge,NY,10977,41.081404,-74.045927,0.8571,2
Oak Valley College,Rialto,CA,92377,34.150067,-117.39089,0.4348,8
Indian Bible College,Flagstaff,AZ,86004-1919,35.21783,-111.615734,1.0,6
California Northstate University,Elk Grove,CA,95757-3001,38.405942,-121.481542,0.8788,8
Commonwealth University of Pennsylvania,Bloomsburg,PA,17815,41.00782,-76.447844,0.5302,2
Pennsylvania Western University,California,PA,15419,40.064964,-79.88679,0.5103,2
Yeshiva of Kasho,Brooklyn,NY,11231-3819,40.671255,-74.00015,0.1087,2
Yeshivas Sanz Klauzenburg,Brooklyn,NY,11219-3631,40.632725,-73.990129,0.2727,2
